Date,Fraction Pax Dom STD,Fraction Pax Dom BUS,Fraction Pax Eur STD,Fraction Pax Eur BUS,Fraction Pax Int STD,Fraction Pax Int BUS,Fraction Revenue Dom STD,Fraction Revenue Dom BUS,Fraction Revenue Eur STD,Fraction Revenue Eur BUS,Fraction Revenue Int STD,Fraction Revenue Int BUS,AS revenue
2021-02-01,2.690018604228115e-05,5.201693433590277e-06,0.0012553915552439164,0.00017195312293325572,0.00030021202102435316,7.089165050921607e-05,1.740565587832508e-05,5.995214688753201e-06,0.0006176834133234043,0.00016341542835073198,0.00043504122628663575,0.0002021153655746737,117850.0
2021-02-02,2.4373649231680158e-05,5.201693433590277e-06,0.0010290435809765452,0.00013910814439544285,0.0002898086341571726,6.494685801368432e-05,1.593515042083307e-05,5.329079723336179e-06,0.00046469975870177437,0.00013782683031828412,0.000386758962627838,0.00018254001295184744,96037.0
2021-02-03,2.5562607730786505e-05,5.201693433590277e-06,0.0009528016172213505,0.00014505293689097458,0.00026692118304937534,6.346065988980138e-05,1.705706194153542e-05,5.925095218709303e-06,0.000430270097203506,0.00013394020826442237,0.00035981305199668333,0.00019119475896869418,89864.0
2021-02-04,2.615708698033968e-05,5.350313245978571e-06,0.0010873025474327563,0.00016184697569085176,0.0003357321561851553,7.668782319235951e-05,1.621963512786831e-05,5.589523469213511e-06,0.000556964960798964,0.00015162934714306779,0.0004797253594254666,0.00021708987925590537,109960.0
2021-02-05,3.03184417272119e-05,6.687891557473213e-06,0.001338172790744196,0.00020048812691180813,0.0003614433837283301,7.951159962773709e-05,2.0843513323905863e-05,7.843363577767345e-06,0.0007305687481470743,0.00021891098206361687,0.0004994108997869333,0.00023097854285817157,136557.0
2021-02-06,2.5562607730786505e-05,5.647552870755158e-06,0.0015683848801336627,0.000217133545899297,0.000324437050443645,7.133750994638094e-05,1.6367887721675406e-05,6.3568308128367265e-06,0.0009196779537353199,0.00023562245518850736,0.0004373451517309352,0.00021156045818958663,158389.0
2021-02-07,2.496812848123333e-05,5.201693433590277e-06,0.0015090855749907335,0.00020227156466046762,0.0003170060598242303,6.271756082785992e-05,1.6492099354324593e-05,5.258960253292281e-06,0.000823877728641203,0.0002181316542394147,0.0004422845675421703,0.00019994667053688743,142373.0
2021-02-08,3.0169821914823607e-05,6.093412307920039e-06,0.0013093405471408669,0.0001725476021828089,0.0003367724948718734,6.747339482428531e-05,2.094468570211206e-05,7.1051057288766e-06,0.0007060028926705523,0.0001802621318821357,0.0004426241461185258,0.00019919138367384317,126385.0
2021-02-09,2.5562607730786505e-05,5.944792495531745e-06,0.0010777908794399054,0.00014802533313874045,0.00030050926064912974,7.133750994638094e-05,1.6884768386570418e-05,6.57119604982807e-06,0.0005230351509514372,0.000133691784999124,0.00039901384257808145,0.00022310011954538225,102674.0
2021-02-10,2.407640960690357e-05,5.647552870755158e-06,0.0010256253252916145,0.0001402971028945492,0.000281931784100593,6.479823820129602e-05,1.622764878158761e-05,6.509090233503475e-06,0.0004908072408125471,0.0001361680039983885,0.00039714966638162866,0.00019042043967806656,95997.0
2021-02-11,2.779190491661091e-05,5.944792495531745e-06,0.0011766230546781207,0.00017388518049430356,0.0003592140865425057,7.609334394280634e-05,1.8357277257492254e-05,6.3307864382489935e-06,0.0005709968684614627,0.00016993954418495914,0.0004648560249493008,0.00022822885792573588,117615.0
2021-02-12,2.9723962477658726e-05,6.390651932696626e-06,0.0014548393434690064,0.00019855606935076028,0.0003614433837283301,8.307847512505614e-05,1.9833792955273747e-05,6.891742198600171e-06,0.0007844565625825241,0.0002127865472086399,0.00048235784467225753,0.00024973950792177367,146424.0
2021-02-13,2.6751566229892853e-05,5.647552870755158e-06,0.0016062829322926776,0.00023912927813276447,0.0003366238750594851,7.579610431802975e-05,1.694887761632484e-05,6.31876595767004e-06,0.0009960330480795494,0.00025787937668715524,0.0004832683960761133,0.0002094568740882697,170052.0
2021-02-14,2.690018604228115e-05,5.350313245978571e-06,0.0014856036446333832,0.00021624182702496725,0.0002915920719058321,6.791925426145019e-05,1.8493509370720398e-05,5.697707794424094e-06,0.0008410970670705543,0.00023319732323170343,0.00039896576065576563,0.00020096540626595376,152542.0
2021-02-15,3.195325966348313e-05,6.390651932696626e-06,0.0012818458818490326,0.00019350299572955831,0.00034985103836204323,7.341818731981705e-05,2.21827952017443e-05,7.150182531047677e-06,0.0006306995903769814,0.0001917206549940234,0.0004716035213809535,0.0002068444229757771,135200.0
2021-02-16,2.7197425667057734e-05,5.350313245978571e-06,0.001128172995839537,0.0001536728860094956,0.00033721835430903824,7.416128638175853e-05,1.778129589641739e-05,5.84195356137154e-06,0.0005626927197948354,0.00014397129930755932,0.00044548301708288696,0.0002269326494366387,109493.0
2021-02-17,2.823776435377579e-05,5.498933058366865e-06,0.001044202801840151,0.0001608066370041337,0.0003129933248897464,6.851373351100336e-05,1.808080620417632e-05,5.818914306928545e-06,0.0005208113620443306,0.0001636608464958856,0.00043035724568770344,0.0001976447485060178,102284.0
2021-02-18,2.8089144541387497e-05,5.796172683143452e-06,0.0012611877279270598,0.00017329070124475038,0.0003783860423405956,8.055193831445516e-05,1.8174966635378125e-05,6.172516777292769e-06,0.0006630376882545119,0.00017870247452701646,0.000538122857491454,0.00023074314178016703,125491.0
2021-02-19,3.106154078915337e-05,6.53927174508492e-06,0.0014958584116881754,0.00023021208938946684,0.0003873032310838932,8.87260279958113e-05,2.1982453858761734e-05,7.889442086653335e-06,0.0007561633564198115,0.00024205641741839237,0.0005194790921134966,0.00027807879259337214,156622.0
2021-02-20,2.853500397855238e-05,5.647552870755158e-06,0.0016792552601753298,0.00022426729689393508,0.00033261114012500114,8.055193831445516e-05,1.8655785858536276e-05,6.547155088670162e-06,0.0009507358704311917,0.0002554562481437811,0.00044163846671105154,0.00024377334272775294,182151.0
2021-02-21,2.660294641750456e-05,5.796172683143452e-06,0.0015722489952557583,0.0002352651630106688,0.00033350285899933093,6.999993163488631e-05,1.7034022687092425e-05,6.485049272345567e-06,0.0009007497036503273,0.0002632264871313598,0.00045181380352113593,0.00021467075753939092,163050.0
2021-02-22,3.0467061539600196e-05,6.985131182249801e-06,0.0014092130610658003,0.00019350299572955831,0.0003592140865425057,7.639058356758293e-05,2.1151037285384098e-05,8.333198161359712e-06,0.0007028655472394454,0.0002099797649934542,0.0005060151521583535,0.00021470381386098304,144265.0
2021-02-23,2.7940524728999204e-05,5.796172683143452e-06,0.001211251470964593,0.00016823762762354838,0.00033320561937455435,7.93629798153488e-05,1.7890481928342885e-05,6.563182396108767e-06,0.0006367849586700767,0.0001610183441819456,0.00047162355551525175,0.00023910538943625924,116468.0
2021-02-24,2.987258229004702e-05,5.647552870755158e-06,0.0011578969583171956,0.0001471336142644107,0.0002985772030880819,6.77706344490619e-05,1.9530275820655162e-05,6.432960523170101e-06,0.0005150836030484592,0.00014379499892573465,0.0003823614701493708,0.0002082908874721112,108700.0
2021-02-25,2.898086341571726e-05,6.093412307920039e-06,0.0013083002084541488,0.00018978750041985097,0.0003734815885317819,7.609334394280634e-05,1.9142615321983904e-05,6.817615901696622e-06,0.0007054419369102011,0.00018931856229166248,0.0005135269508134846,0.00023130610095394805,133558.0
2021-02-26,3.076430116437678e-05,7.133750994638095e-06,0.0016205504342819538,0.00024135857531858886,0.0003905728669564357,8.471329306132738e-05,1.9698562548760518e-05,8.31817256063602e-06,0.0008628861915333378,0.00025377638598287234,0.0005133346231242214,0.00023866664189512742,167109.0
2021-02-27,2.987258229004702e-05,5.944792495531745e-06,0.0020071105663039056,0.00023645412150977518,0.0003563903101071281,8.367295437460931e-05,1.8926246671562735e-05,6.450991244038531e-06,0.001203996377455884,0.00026296303826533774,0.00046840807696038166,0.00025716616150613726,194636.0
2021-02-28,2.8832243603328964e-05,5.944792495531745e-06,0.0017485120927482746,0.0002514647225609928,0.0003375155939338148,7.564748450564146e-05,1.9238779166615533e-05,7.052015272986221e-06,0.001025301916582587,0.00025253827648324007,0.00048682345320733884,0.00022383236715398352,173856.0
2021-03-01,3.0021202102435315e-05,6.242032120308333e-06,0.0014866439833201013,0.00021133737321615354,0.00034687864211427734,7.668782319235951e-05,2.1246199423300816e-05,7.025970898398488e-06,0.0008216459260803772,0.00022648388482835775,0.00046993467799390877,0.00021760675992080038,153542.0
2021-03-02,2.823776435377579e-05,6.242032120308333e-06,0.0012918034092790482,0.00017537137861818648,0.0003547554921708569,6.9851311822498e-05,1.8271130480009753e-05,7.068042580424826e-06,0.0006878399465157531,0.00018203014423395683,0.0005140808946268315,0.00020338653139589805,123567.0
2021-03-03,2.7197425667057734e-05,5.498933058366865e-06,0.0011749882367418495,0.00015753700113159126,0.0003036302767092839,6.77706344490619e-05,1.7414671238759298e-05,6.0783563460909645e-06,0.0006018814898956546,0.0001433442309040239,0.000433855205536179,0.0001845384178480985,115214.0
2021-03-04,2.7643285104222616e-05,5.647552870755158e-06,0.0013169201575726698,0.00020836497696838767,0.00038165567821313805,8.411881381177419e-05,2.0122284489168637e-05,6.242636247336666e-06,0.0006657092400631843,0.00020363695807462627,0.0005170489516231182,0.0002687418843036698,141778.0
2021-03-05,3.0615681351988485e-05,6.53927174508492e-06,0.0016828221356726487,0.000245965789502626,0.0004158382350624456,8.917188743297618e-05,2.2079619410108277e-05,7.801291895741007e-06,0.0010321515870991606,0.0002801723596275399,0.0006194133608200587,0.0002764710533159371,177836.0
2021-03-06,2.9278103040493845e-05,5.647552870755158e-06,0.0020097857229268946,0.00027836490860327397,0.00038180429802552637,7.564748450564146e-05,1.8549604946755515e-05,6.432960523170101e-06,0.0013817001503881323,0.0003264582218035164,0.0005043833719197605,0.00021159551792460858,207438.0
2021-03-07,2.853500397855238e-05,6.242032120308333e-06,0.0017852211864081832,0.0002542884989963704,0.0003541610129213037,7.535024488086487e-05,1.9232768926326055e-05,7.44668771866187e-06,0.0011310550995960774,0.0002913664321666906,0.00046547808481926166,0.00022346073396275088,184901.0
2021-03-08,3.239911910064801e-05,6.985131182249801e-06,0.0015126524504880526,0.0002192142232727331,0.0003554985912327984,8.471329306132738e-05,2.2492322576652358e-05,8.191957514557004e-06,0.0008564111593281415,0.00024674540655089927,0.0004959890696487911,0.0002592216636851384,162981.0
2021-03-09,2.8089144541387497e-05,6.093412307920039e-06,0.0013112726047019147,0.0001957322929153827,0.00034271728736740513,7.624196375519463e-05,1.9121579480970735e-05,6.776545926385197e-06,0.0006716924342713586,0.00022031437317120972,0.0004642970726023794,0.00022302198642161906,130751.0
2021-03-10,2.942672285288214e-05,6.242032120308333e-06,0.0012423130117537465,0.0001679403879987718,0.00032636910800469283,6.821649388622678e-05,1.9635455025721008e-05,7.783261174872577e-06,0.0005861286500969357,0.00017318507394127667,0.00044434908508160563,0.00020690252196524204,121790.0
2021-03-11,2.779190491661091e-05,5.944792495531745e-06,0.0014222916045559702,0.00021356667040197796,0.00039324802357942494,8.87260279958113e-05,1.7795319790426167e-05,6.531127781231557e-06,0.0008052519939841141,0.00021735733494878708,0.0005407052574024992,0.0002691085089613279,150104.0
2021-03-12,3.106154078915337e-05,6.390651932696626e-06,0.0017763039976648855,0.00024373649231680157,0.0004257957624924613,9.080670536924741e-05,2.2401167265595293e-05,7.71013658468394e-06,0.0009817366898443136,0.00028584702816752104,0.0005682381681685929,0.000279091518082149,188739.0
2021-03-13,3.180463985109484e-05,6.390651932696626e-06,0.002062991615761904,0.00029084897284389064,0.0003734815885317819,8.084917793923173e-05,2.2722715121082306e-05,7.365549474753932e-06,0.0013626597091510695,0.00037442494784711654,0.0004883540610677256,0.00023322937784658066,220469.0
2021-03-14,3.076430116437678e-05,6.093412307920039e-06,0.001838278459430804,0.0002523564414353226,0.0003706578120964043,7.69850628171361e-05,2.0320622418721373e-05,6.6122660251394946e-06,0.0010779396010378254,0.00030786253834787485,0.0005221356183214454,0.00023816779195110082,196116.0
2021-03-15,3.091292097676508e-05,6.985131182249801e-06,0.0016899558866672868,0.00023749446019649323,0.0003620378629778833,8.456467324893907e-05,2.2293984647099622e-05,8.568599239364223e-06,0.0009567941926429844,0.00025291491820804727,0.0005099929295232723,0.00027928584918484207,172524.0
2021-03-16,2.9278103040493845e-05,5.796172683143452e-06,0.0014747543983290377,0.00019528643347821784,0.00036798265547341506,8.114641756400833e-05,1.9733622283782465e-05,6.836648329279966e-06,0.0007852549228343096,0.00020270136400289768,0.0004910847135725779,0.00024338468052236678,137975.0
2021-03-17,3.0021202102435315e-05,6.093412307920039e-06,0.001251676059934209,0.00016645418987488886,0.0003098723088295922,6.747339482428531e-05,2.043682039765126e-05,6.899755852319473e-06,0.0006580371683336671,0.00016043334746043654,0.0004093574661162712,0.00020282958246240653,128384.0
2021-03-18,3.0615681351988485e-05,6.242032120308333e-06,0.0015915695708662366,0.00021817388458601506,0.00040498898875810014,8.664535062237519e-05,2.16669162435642e-05,7.025970898398488e-06,0.0008689094540101087,0.00024116289502869014,0.0006114417787827825,0.00027214167689408386,158482.0
2021-03-19,3.552013516080218e-05,6.985131182249801e-06,0.0018803378663366911,0.00026498912548832755,0.00040290831138466404,8.991498649491765e-05,2.6095461630193754e-05,8.003636652153396e-06,0.0012039913689223093,0.0002946971069937757,0.0005539878884422431,0.0002708965554474472,199740.0
2021-03-20,2.898086341571726e-05,6.390651932696626e-06,0.0020671529705087763,0.00028535003978552375,0.0004014221132607811,8.961774687014106e-05,1.8556616893759908e-05,6.934815587341421e-06,0.0013793411310745126,0.0003577295020296647,0.000568178065765698,0.00027060505879340763,233626.0
2021-03-21,2.868362379094067e-05,6.390651932696626e-06,0.0018225247593176448,0.00026409740661399776,0.0003789805215901488,8.456467324893907e-05,2.0879574765642725e-05,7.753209973425191e-06,0.0010932697206028513,0.0003132857785024129,0.0005185334809746189,0.00024109778409222082,207416.0
2021-03-22,3.284497853781289e-05,7.72823024419127e-06,0.0016987244555981963,0.000238386179070823,0.0004119741199403499,8.367295437460931e-05,2.390873587153908e-05,9.115531105706621e-06,0.0009846576666249992,0.00025707801131522496,0.0005164719685553284,0.00025660220062564135,182103.0
2021-03-23,2.942672285288214e-05,6.093412307920039e-06,0.0014838202068847236,0.00019721849103926565,0.00040915034350497235,8.070055812684344e-05,2.0032130884826483e-05,6.981895802942324e-06,0.0007900821474934745,0.00021135310489959967,0.0005625705115756162,0.0002523820102357137,145189.0
2021-03-24,2.9278103040493845e-05,6.242032120308333e-06,0.0012894254922808355,0.0001957322929153827,0.00036292958185221307,7.772816187907756e-05,1.8944277392431165e-05,7.278400990556517e-06,0.000651810559393769,0.00019656791378748652,0.00047700272057433357,0.00021636764871445322,134952.0
2021-03-25,3.180463985109484e-05,6.093412307920039e-06,0.0015920154303034014,0.0002245645365187117,0.000396814899076744,8.917188743297618e-05,2.1436523699134252e-05,7.55687545730228e-06,0.0009120739980624167,0.0002451997730897888,0.0005429350565498951,0.00026144545259224484,166855.0
2021-03-26,3.388531722453095e-05,7.282370807026388e-06,0.0018360491622449796,0.000279405247289992,0.0004859867865097202,9.660287805239087e-05,2.4437637017013046e-05,9.276805886807584e-06,0.0011756330518231275,0.0003201454660861358,0.0007108010678349848,0.0002864881204650652,210774.0
2021-03-27,3.2547738913036306e-05,6.242032120308333e-06,0.0023924817398267508,0.0003174519192613952,0.00039711213870152057,8.842878837103472e-05,2.303424590942019e-05,6.899755852319473e-06,0.0017415512672399824,0.00045574450067045383,0.0005112230253691852,0.0002837033757976076,246880.0
2021-03-28,3.195325966348313e-05,6.687891557473213e-06,0.0019686180348953376,0.00027717595010416765,0.00036768541584863843,8.144365718878492e-05,2.153669437062553e-05,7.663056369083039e-06,0.0012207118574076342,0.0003231956630330453,0.0005105138170150269,0.00023165068806387806,218968.0
2021-03-29,3.358807759975436e-05,7.282370807026388e-06,0.0018214844206309267,0.0002467088885645674,0.00043025435686411007,8.723982987192836e-05,2.6034357520584073e-05,8.736885967469577e-06,0.0010926456573194605,0.00027436746921462014,0.0006582865933056804,0.0002857688950437578,192296.0
2021-03-30,3.106154078915337e-05,6.53927174508492e-06,0.0014863467436953247,0.00020717601846928133,0.00039324802357942494,8.679397043476348e-05,2.030760023142751e-05,7.052015272986221e-06,0.0008214816461791316,0.00022481704485474282,0.0005778124809497295,0.0002667585050081424,153598.0
2021-03-31,3.180463985109484e-05,6.242032120308333e-06,0.0013965803770127952,0.0002080677373436111,0.00035906546673011744,7.297232788265217e-05,2.1007793225151566e-05,7.194257626503841e-06,0.0007624560780028939,0.0002257846935413486,0.00048402468464587244,0.00022181893665700877,144051.0
2021-04-01,3.03184417272119e-05,6.687891557473213e-06,0.0017774929561639918,0.0002505730036866631,0.0004253499030552964,9.645425824000256e-05,2.206960234295915e-05,8.068747588622729e-06,0.0011141783448632265,0.0002651537708508521,0.0005733769236160956,0.00030295016861794244,181887.0
2021-04-02,3.566875497319047e-05,7.72823024419127e-06,0.002154987279630258,0.00028371522184925254,0.00048702712519643824,0.0001001697535497099,2.6685466885277404e-05,9.792684844987684e-06,0.0014669994839898181,0.00033273291266573023,0.000709040067430168,0.00030449279695890817,237585.0
2021-04-03,3.314221816258948e-05,6.836511369861507e-06,0.0023648384547225285,0.0003495537987372666,0.00045195284947280095,9.229290349313034e-05,2.2114679145130228e-05,8.386288617250092e-06,0.0017373681399985065,0.0004782708812754132,0.0006823465868911713,0.0002817931210922689,289713.0
2021-04-04,3.388531722453095e-05,7.4309906194146815e-06,0.0022951357627124186,0.0003274094466914109,0.0004338212323614291,8.8577408183423e-05,2.4437637017013046e-05,8.564592412504572e-06,0.001624282463831854,0.0004281114192328689,0.0005906443439677627,0.0002680607237375291,265676.0
2021-04-05,3.804667197140317e-05,7.579610431802975e-06,0.0020511020307708403,0.00029218655115538527,0.0004287681587402271,0.0001001697535497099,2.8464498010962564e-05,9.042406515517985e-06,0.0013271572197611295,0.0003564533276748657,0.0006126638609749762,0.00030246734598135446,238103.0
2021-04-06,3.299359835020119e-05,6.687891557473213e-06,0.001823565098004363,0.0002614222499910085,0.00042133716812081245,8.605087137282202e-05,2.3349783524617728e-05,7.753209973425191e-06,0.0011184756666702024,0.0002854443420681261,0.0006162449624807895,0.0002656345900740102,188993.0
2021-04-07,3.284497853781289e-05,7.133750994638095e-06,0.0014124826969383426,0.00022768555257886584,0.0003899783877068825,8.471329306132738e-05,2.2359095583568953e-05,8.173926793688575e-06,0.0008092187525751689,0.0002440037352721829,0.0005730082955450077,0.00024494734299763076,173142.0
2021-04-08,3.284497853781289e-05,7.579610431802975e-06,0.0019345840978584182,0.00026692118304937534,0.0004645855335258059,9.467082049134304e-05,2.3465981503547616e-05,9.195667642899646e-06,0.0012778431981859716,0.00032383174679701497,0.0007045504179339288,0.000313938891280536,210473.0
2021-04-09,3.477703609886071e-05,8.17408968135615e-06,0.0022658576596719248,0.0003110612673286986,0.0005021863460600442,0.00010953280173017241,2.367433650024948e-05,9.641427131035849e-06,0.0015119300369805177,0.00039415556501075426,0.0006938772328865327,0.0003432898997341964,258724.0
